Animal_Number,year,month,age,Lactation_Number,Days_In_Milk,RT_mean,RT_variance,AT_mean,AT_variance,temperature_mean,temperature_variance,humidity_mean,humidity_variance,solarradiation_mean,solarradiation_variance,THI_mean,THI_variance,MY1,MY2
46876,2024,4,5.49315068493151,4,224,538.4,20801.5428571429,413.866666666667,11181.980952381,54.7133333333333,19.6812380952381,70.7933333333333,20.4092380952381,213.32,3417.25171428571,38.6088588666667,14.396176585633,31.71061672,32.2614070057143
46919,2023,11,5.09041095890411,4,19,496.5,21011.8076923077,431.5,13129.8076923077,57.3928571428571,16.9991758241758,59.6857142857143,87.749010989011,139.342857142857,101.971868131868,40.1432134285714,17.434247908476,44.01203176,48.5129603771429
46962,2023,12,5.18630136986301,4,112,437.4,14759.5428571429,392.4,10293.5428571429,51.0866666666667,29.0369523809524,72.4266666666667,123.983523809524,74.8933333333333,1067.42638095238,36.4045193333333,70.4076669742343,53.90487328,49.30091448
46968,2023,12,5.19178082191781,4,70,599.2,26828.7428571429,411.133333333333,11219.980952381,51.9133333333333,21.5898095238095,75.58,125.893142857143,70.1733333333333,946.636380952381,38.2965763333333,51.4207958679387,73.58623016,60.7599443771429
47015,2024,5,5.6027397260274,4,206,587.933333333333,25778.6380952381,422.533333333333,11534.8380952381,70.34,9.87114285714285,49.6,32.8514285714286,357.233333333333,46.7095238095239,53.1023312,12.0451139451211,42.51971408,49.6560122171429
47021,2023,9,4.88493150684932,3,199,599.066666666667,22953.780952381,456.266666666667,13827.780952381,76.1866666666667,8.65266666666667,50.66,37.2082857142857,250.24,1179.464,58.8404036666667,12.3094586862868,37.41680408,36.7701114857143
47033,2023,12,5.12328767123288,4,42,503.466666666667,21528.2666666667,480.266666666667,14282.2095238095,52.3533333333333,20.9312380952381,67.2066666666667,43.2978095238095,103.34,592.548285714286,35.6239386,27.5404794379774,76.69787128,76.0699703542857
47050,2024,3,5.38630136986301,4,126,537.066666666667,23535.3523809524,422.8,11507.1714285714,53.6866666666667,3.63980952380952,71.84,9.50542857142857,173.006666666667,1988.19923809524,37.7735342666667,4.00152731981548,60.85843864,53.99105576
47061,2023,12,5.14246575342466,4,24,584.266666666667,20301.2095238095,426.533333333333,12923.5523809524,48.5533333333333,15.138380952381,69.2133333333333,19.3869523809524,97.4,115.654285714286,32.0395686666667,15.6270262135682,57.09816096,65.8505425942857
47066,2024,4,5.44931506849315,4,157,610.466666666667,24193.8380952381,430.733333333333,12471.0666666667,54.7133333333333,19.6812380952381,70.7933333333333,20.4092380952381,213.32,3417.25171428571,38.6088588666667,14.396176585633,50.2126344,49.4149604685714
47069,2023,11,5.05753424657534,4,49,565.666666666667,46753.380952381,363.933333333333,18368.4952380952,57.2866666666667,16.1512380952381,59.1066666666667,107.629238095238,132.946666666667,699.605523809524,40.1999281333333,17.0970883997333,65.03148504,56.8273017371429
47105,2024,6,5.63287671232877,4,103,596.333333333333,21799.5238095238,427.6,11896.2571428571,78.68,25.0331428571429,45.3733333333333,28.1278095238095,355.46,562.128285714286,62.2134341333333,27.9578714192617,40.47855008,42.5657212685714
47111,2024,3,5.41369863013699,4,144,512.733333333333,18193.9238095238,383.533333333333,9557.8380952381,57.8466666666667,10.8226666666667,65.5,58.99,221.68,1427.88171428571,40.9537092666667,6.44875863592608,36.93146064,45.9067503428571
47117,2023,11,5.01095890410959,4,18,515.0,21156.3076923077,424.785714285714,12718.489010989,60.9428571428571,48.738021978022,59.0071428571429,93.8191758241758,140.142857142857,570.882637362637,43.7204753571429,51.9443078584091,51.55526672,59.1049815657143
47168,2024,5,5.50684931506849,4,213,568.266666666667,20240.780952381,471.4,14617.5428571429,63.5266666666667,13.3406666666667,57.4266666666667,71.9892380952381,289.853333333333,6239.83409523809,46.0758721333333,11.9930626911753,31.49742848,36.9509002971429
47188,2023,11,5.0027397260274,4,85,573.133333333333,25429.6952380952,416.2,17580.1714285714,59.3133333333333,22.4383809523809,57.6066666666667,104.78780952381,135.126666666667,368.099238095238,42.166647,28.4270434680954,52.40801968,48.3762347885714
47202,2024,2,5.31232876712329,4,183,568.666666666667,3931.52380952381,468.533333333333,8627.8380952381,54.4333333333333,9.7952380952381,75.5533333333333,19.0669523809524,148.853333333333,2571.26838095238,39.8198164666667,7.31968459022669,42.99144976,42.1892399085714
47213,2024,4,5.42739726027397,4,43,511.4,30900.9714285714,438.066666666667,13250.2095238095,54.7466666666667,24.0840952380952,67.9733333333333,25.6292380952381,232.813333333333,4100.23838095238,38.0113972,19.0058231523306,42.28838216,47.3031657142857
47214,2023,12,5.09315068493151,4,46,626.666666666667,23054.0952380952,467.333333333333,15122.380952381,49.8133333333333,10.348380952381,68.04,48.4025714285714,94.6333333333333,339.745238095238,33.3027249333333,8.94488452304093,63.84760992,68.3297468685714
47224,2024,5,5.49041095890411,4,203,579.533333333333,21122.980952381,443.533333333333,12904.2666666667,64.2733333333333,9.66066666666667,56.6333333333333,54.6152380952381,306.2,2914.68857142857,46.6650224666667,10.0478013232083,34.13733392,43.7645001257143
47229,2023,11,5.03835616438356,3,191,467.133333333333,35972.2666666667,397.4,35929.2571428571,55.8066666666667,13.2549523809524,62.62,113.957428571429,124.206666666667,902.514952380952,39.0316908666667,18.8321234409313,57.66061504,56.1384898857143
47230,2023,8,4.78356164383562,3,179,545.2,23107.4571428571,414.333333333333,10731.380952381,82.28,11.1531428571429,48.8733333333333,11.3206666666667,283.486666666667,1053.21552380952,64.9582831333333,11.7177403775993,49.62750072,47.1748639771429
47261,2023,8,4.79452054794521,3,158,479.8,15125.6,463.066666666667,14274.2095238095,81.36,13.604,53.7066666666667,35.4663809523809,255.26,2686.89828571429,63.6936758666667,13.8575278578415,34.25980376,42.8994353828571
47269,2024,2,5.26301369863014,4,156,610.4,1793.82857142857,424.066666666667,421.495238095238,50.2866666666667,17.2698095238095,77.34,34.7282857142857,102.58,2350.00171428571,36.4979444666667,15.9147649672644,45.019006,52.0911532685714
47271,2024,3,5.31232876712329,4,67,605.733333333333,21794.3523809524,396.0,10985.0,54.6533333333333,6.42409523809524,73.04,6.58399999999999,167.666666666667,1910.23666666667,39.0747813333333,5.66325346422723,89.14897168,76.6103928228572
47286,2023,11,5.02465753424658,3,222,548.2,37906.7428571429,392.4,20513.9714285714,55.8066666666667,13.2549523809524,62.62,113.957428571429,124.206666666667,902.514952380952,39.0316908666667,18.8321234409313,55.2021464,46.4225492457143
47289,2024,2,5.3041095890411,4,59,518.666666666667,21211.6666666667,401.866666666667,10319.4095238095,55.4066666666667,6.08209523809524,73.2733333333333,11.2249523809524,165.8,2832.22285714286,39.9446142,5.42780993993874,72.3932832,57.2530302285714
47395,2024,4,5.44109589041096,4,223,448.4,25433.1142857143,365.066666666667,8727.6380952381,64.46,10.2711428571429,60.7533333333333,33.7555238095238,299.266666666667,2657.53523809524,46.7789527333333,10.8236853154272,29.67852456,26.74378432
47401,2024,6,5.58082191780822,3,290,510.733333333333,5215.92380952381,442.133333333333,500.695238095238,76.9533333333333,14.9826666666667,40.2533333333333,30.0312380952381,364.6,168.144285714286,61.9650706666667,11.0679830222284,47.1508884,41.3695343657143
47424,2023,12,5.03287671232877,4,74,560.466666666667,20752.2666666667,392.8,10220.0285714286,51.9533333333333,15.9198095238095,66.8933333333333,41.8206666666667,100.473333333333,558.803523809524,35.1493182666667,21.4546299737152,44.2705792,56.1657054057143
47457,2024,5,5.5013698630137,4,202,555.466666666667,20080.8380952381,477.266666666667,14580.4952380952,70.34,9.87114285714285,49.6,32.8514285714286,357.233333333333,46.7095238095239,53.1023312,12.0451139451211,34.30062704,41.4485889714286
47475,2024,5,5.50684931506849,4,115,529.6,20147.4,451.066666666667,13527.0666666667,70.7,13.2428571428572,47.4533333333333,38.6798095238095,360.78,49.6802857142858,53.8857813333333,19.4105564108878,59.61106064,49.9780625371429
47498,2024,2,5.24109589041096,4,53,632.266666666667,1439.35238095238,420.133333333333,56.552380952381,54.18,12.1874285714286,74.8333333333333,13.0395238095238,155.826666666667,2096.9820952381,39.2545935333333,10.6218808814107,65.69826528,55.6926737485714
47507,2023,10,4.84657534246575,3,172,525.0,20103.8571428571,411.866666666667,10853.2666666667,68.14,10.0125714285714,57.7533333333333,44.9126666666667,191.7,824.707142857143,50.4413967333333,7.92617778768749,38.20151824,42.96877016
47523,2023,9,4.75068493150685,3,153,461.0,19765.7142857143,438.933333333333,13225.0666666667,77.8266666666667,5.72638095238095,52.9133333333333,56.9712380952381,245.58,2377.90028571429,60.4205006,7.21153367958583,32.87181224,38.5676317828571
47551,2023,12,5.04657534246575,3,206,458.866666666667,33203.5523809524,364.933333333333,19453.6380952381,49.5,32.8328571428571,70.4133333333333,86.4769523809524,81.6866666666667,941.538380952381,33.9053117333333,62.1724826541068,33.35261976,27.72807896
47552,2024,2,5.22465753424658,4,124,590.466666666667,729.12380952381,453.133333333333,118.12380952381,52.84,19.3511428571429,75.3266666666667,13.6478095238095,155.24,1785.88685714286,38.0946488666667,17.025655067162,39.63033304,37.82503688
47577,2024,5,5.45753424657534,3,132,470.533333333333,14197.980952381,440.933333333333,12882.0666666667,72.12,7.43457142857142,48.08,36.1417142857143,351.686666666667,148.69980952381,55.1650048,10.8611192071393,38.04729696,49.6009331885714
47661,2023,8,4.64657534246575,3,181,490.333333333333,19012.5238095238,415.6,13715.9714285714,80.9866666666667,16.1612380952381,42.5733333333333,52.616380952381,299.806666666667,228.079238095238,65.4808936,27.5603421195704,60.8266872,49.1473411885714
47678,2023,9,4.78904109589041,3,237,560.8,19693.7428571429,440.466666666667,12700.1238095238,70.5266666666667,5.4092380952381,57.1666666666667,4.32095238095238,213.553333333333,184.544095238095,52.4502339333333,5.45094191527792,39.36724968,41.1187627885714
47701,2024,3,5.23287671232877,4,157,554.266666666667,24009.4952380952,413.066666666667,10607.4952380952,53.66,3.61542857142857,71.9333333333333,8.66809523809524,173.233333333333,2009.56095238095,37.7662305333333,4.01239778541297,48.08982384,45.5127732914286
47758,2024,4,5.32602739726027,4,136,638.266666666667,591.638095238095,454.666666666667,312.238095238095,61.58,43.3802857142857,66.2333333333333,37.322380952381,274.646666666667,4602.74123809524,44.6123511333333,35.037390495385,51.44186872,47.7120465028571
47792,2023,8,4.67397260273973,3,50,522.2,2052.17142857143,468.866666666667,503.266666666667,79.6933333333333,10.0778095238095,52.72,48.3574285714286,251.826666666667,2236.59066666667,62.2244401333333,9.27255190392725,51.50990752,53.1538545257143
47811,2023,9,4.73150684931507,3,172,521.133333333333,18821.2666666667,453.2,13164.6,74.1466666666667,12.9026666666667,52.8266666666667,44.5092380952381,223.193333333333,639.042095238095,56.6328201333333,18.2315242082727,38.88190624,46.6318495542857
47812,2024,2,5.14794520547945,4,18,527.5,3068.26923076923,456.285714285714,4118.52747252747,51.2642857142857,28.5301648351648,76.6285714285714,18.1114285714286,132.685714285714,2489.77516483517,37.0427958571428,23.2670041964472,51.83195784,54.0040155314286
47821,2023,8,4.66849315068493,3,191,437.0,16354.8571428571,551.066666666667,23278.4952380952,81.46,13.2968571428571,52.84,45.184,254.74,2662.56971428571,63.9512296,13.1311847071007,32.0009156,39.99320664
47836,2024,7,5.5041095890411,4,115,533.0,19606.7142857143,463.4,13935.8285714286,84.2066666666667,12.5763809523809,36.4133333333333,21.7569523809524,357.093333333333,648.514952380953,70.5781096,18.0154088486161,61.08069872,43.3031322628571
47866,2023,10,4.81917808219178,3,70,564.133333333333,21443.5523809524,440.666666666667,12818.8095238095,62.3066666666667,49.4592380952381,59.7333333333333,84.7680952380952,146.34,772.904,45.0359612,50.7537053088331,80.88906136,68.1599738628571
47876,2024,3,5.20547945205479,4,153,571.266666666667,23420.0666666667,385.6,10128.5428571429,56.2133333333333,9.8412380952381,65.6266666666667,49.4349523809524,220.566666666667,1490.98666666667,39.2530068,7.61847035682061,59.77888968,59.3084499771429
47887,2024,3,5.15342465753425,4,117,570.733333333333,20043.0666666667,465.2,14646.4571428571,54.6533333333333,6.42409523809524,73.04,6.58399999999999,167.666666666667,1910.23666666667,39.0747813333333,5.66325346422723,55.71016944,42.7296623771429
47933,2024,6,5.39452054794521,4,224,587.866666666667,24334.8380952381,392.533333333333,10339.2666666667,72.5733333333333,16.466380952381,46.6866666666667,27.2298095238095,356.953333333333,459.562666666667,55.8074274,20.6310928726109,22.88825232,36.0476042285714
48035,2024,7,5.45205479452055,4,225,526.333333333333,24216.0952380952,410.6,11160.6857142857,85.5066666666667,14.7606666666667,36.4133333333333,21.7098095238095,356.28,634.291714285715,71.877674,15.6236466840727,51.94081992,34.3511701485714
48053,2023,12,4.88493150684932,3,86,555.133333333333,21786.8380952381,408.0,11077.1428571429,48.78,14.8631428571429,69.4666666666667,18.8223809523809,93.2466666666667,272.056952380952,32.3218014666667,15.0546368873893,63.47112856,41.42202144
48078,2023,10,4.75616438356164,3,228,571.133333333333,23515.5523809524,481.2,15272.4571428571,61.5333333333333,50.4866666666667,58.8466666666667,87.5040952380952,143.12,663.056,44.2516066,52.4655061113216,45.019006,34.0900307542857
48098,2023,8,4.52054794520548,3,19,532.214285714286,13442.7967032967,428.142857142857,3157.97802197802,80.5857142857143,13.8136263736264,42.9071428571429,55.0914835164835,302.557142857143,153.865714285714,65.0044963571429,25.3061708658195,42.17044824,47.31871744
48105,2024,5,5.27123287671233,4,78,588.333333333333,29065.5238095238,388.066666666667,10145.3523809524,63.1666666666667,24.5009523809524,54.1333333333333,69.052380952381,320.486666666667,4925.17552380952,45.78278,25.6441180407466,64.5007824,59.9395908457143
48107,2023,11,4.78356164383562,3,159,491.466666666667,14978.6952380952,411.533333333333,11536.2666666667,57.4466666666667,15.828380952381,58.5266666666667,101.632095238095,138.953333333333,96.9640952380952,40.2862039333333,16.4956387532229,51.4600124,42.1937758285714
48116,2023,12,4.84383561643836,3,57,317.2,64499.6,363.333333333333,15056.2380952381,51.1,5.75142857142857,66.0866666666667,33.5826666666667,101.673333333333,566.226380952381,34.0718408666667,6.63436494530627,30.18201168,40.98657312
48140,2024,6,5.38630136986301,4,122,511.466666666667,18057.980952381,467.733333333333,13939.4952380952,79.68,36.516,37.2866666666667,18.0383809523809,358.806666666667,627.860666666667,65.6648068666667,37.8035500904759,57.58804032,54.8146492342857
48175,2023,12,4.89041095890411,3,112,538.133333333333,21234.8380952381,411.2,11149.4571428571,54.2866666666667,13.0812380952381,80.3733333333333,43.0620952380952,59.6266666666667,463.034952380952,41.8743136,15.533826965567,64.73665024,50.3376961942857
48198,2024,7,5.42465753424658,4,220,469.8,18382.0285714286,371.733333333333,9075.35238095238,88.5266666666667,6.99780952380953,40.18,13.2931428571429,347.006666666667,615.446380952381,73.4084360666667,9.46048936568109,20.00794312,39.1838689142857
48218,2024,6,5.31780821917808,4,243,474.133333333333,17804.8380952381,394.4,10349.1142857143,76.9133333333333,23.3640952380952,45.6333333333333,20.3109523809524,355.946666666667,545.565523809524,60.3142108666667,27.085113006947,34.34145032,27.0535228571429
48240,2023,12,4.86575342465753,3,155,596.666666666667,21880.2380952381,454.2,14205.3142857143,53.8333333333333,16.2195238095238,76.5533333333333,109.675523809524,65.0266666666667,785.79780952381,40.4298956666667,29.4516855556851,69.59008464,43.9012257142857
48243,2023,12,4.82465753424658,3,278,571.733333333333,23084.6380952381,393.866666666667,9967.12380952381,48.78,14.8631428571429,69.4666666666667,18.8223809523809,93.2466666666667,272.056952380952,32.3218014666667,15.0546368873893,50.18088296,48.5874790628571
48275,2023,12,4.78082191780822,3,37,452.266666666667,25736.6380952381,360.4,19089.5428571429,53.9133333333333,24.0055238095238,61.2866666666667,110.438380952381,110.046666666667,736.798380952381,36.9809402,32.4329820329795,59.1710764,55.2345458285714
48284,2024,3,5.02465753424658,4,98,566.133333333333,23285.5523809524,402.933333333333,10311.3523809524,55.22,7.04742857142857,72.8,6.74857142857142,170.806666666667,1834.96638095238,39.5683728,6.07070221992216,65.54857992,65.7559362628571
48339,2023,10,4.61369863013699,3,199,547.4,22192.8285714286,402.4,11325.2571428571,69.06,23.764,56.66,60.1125714285715,180.1,808.007142857143,51.5021806,22.1842726696396,38.24234152,41.6501134171429
48364,2023,8,4.44109589041096,3,59,498.666666666667,18130.9523809524,450.4,16188.6857142857,79.4933333333333,11.5506666666667,46.4533333333333,41.1040952380952,297.626666666667,197.049238095238,62.9048390666667,20.3691799046466,48.32115576,48.7864115542857
48379,2023,12,4.79452054794521,3,267,371.866666666667,19974.5523809524,399.266666666667,22962.2095238095,49.5,32.8328571428571,70.4133333333333,86.4769523809524,81.6866666666667,941.538380952381,33.9053117333333,62.1724826541068,42.60136064,38.4166504457143
48381,2024,3,5.06027397260274,4,130,540.0,19214.2857142857,382.533333333333,9501.8380952381,57.8466666666667,10.8226666666667,65.5,58.99,221.68,1427.88171428571,40.9537092666667,6.44875863592608,63.53916736,56.9147801942857
48425,2024,3,5.02191780821918,3,197,526.733333333333,20239.2095238095,463.0,13575.1428571429,56.6933333333333,10.8149523809524,64.5133333333333,54.4926666666667,220.1,1521.22,39.6067436666667,8.27701389287682,51.81835008,50.6286430628571
48458,2023,12,4.71232876712329,3,238,539.933333333333,37565.0666666667,385.4,21176.4,53.4533333333333,24.4326666666667,62.6466666666667,104.706952380952,104.4,957.905714285714,36.5957402,32.8856010026366,54.94813488,47.400364
48462,2023,8,4.40547945205479,3,140,492.133333333333,15054.1238095238,412.866666666667,11511.5523809524,79.4933333333333,11.5506666666667,46.4533333333333,41.1040952380952,297.626666666667,197.049238095238,62.9048390666667,20.3691799046466,48.3755868,43.3569153142857
48497,2024,6,5.26027397260274,4,121,517.0,20607.0,461.266666666667,15851.9238095238,79.8266666666667,38.3535238095238,36.42,17.2088571428571,356.726666666667,670.500666666667,66.1533388666667,44.0030977304193,21.79963152,42.4464913714286
48554,2023,11,4.62191780821918,3,97,524.4,17890.4,480.266666666667,15462.6380952381,57.4466666666667,15.828380952381,58.5266666666667,101.632095238095,138.953333333333,96.9640952380952,40.2862039333333,16.4956387532229,58.56326312,50.0396214514286
48567,2023,10,4.51780821917808,3,30,540.0,20407.2857142857,393.266666666667,10248.3523809524,69.62,21.8702857142857,56.4133333333333,55.0626666666667,188.313333333333,746.558380952381,52.0188677333333,20.0255460001091,67.77118072,59.05314248
48573,2023,7,4.32602739726027,3,122,471.0,16594.7142857143,420.266666666667,14787.6380952381,84.58,9.03314285714285,40.2266666666667,21.3449523809524,300.24,817.304,69.5204426666667,9.54961705670495,38.65057432,41.2392886628571
48575,2024,6,5.17260273972603,4,102,508.933333333333,1549.6380952381,415.266666666667,393.638095238095,71.4733333333333,14.8835238095238,46.1,26.4571428571429,356.92,460.106,54.8260763333333,20.1120467326387,41.85293384,44.8615447771429
48613,2023,12,4.69315068493151,3,191,516.133333333333,23480.1238095238,369.266666666667,9430.49523809524,48.78,14.8631428571429,69.4666666666667,18.8223809523809,93.2466666666667,272.056952380952,32.3218014666667,15.0546368873893,25.85020808,38.3512036
48661,2023,8,4.31232876712329,3,80,482.733333333333,1640.49523809524,472.0,442.571428571429,80.9866666666667,16.1612380952381,42.5733333333333,52.616380952381,299.806666666667,228.079238095238,65.4808936,27.5603421195704,58.07791968,54.0506707085714
48667,2024,6,5.2027397260274,3,242,490.4,16935.5428571429,394.6,10161.8285714286,80.3866666666667,37.8483809523809,34.6,16.4914285714286,357.013333333333,672.132666666667,67.4891314666667,44.0870194038254,35.99706112,37.6623917485714
48707,2023,9,4.36712328767123,3,119,484.466666666667,16987.980952381,486.4,15072.4,77.8266666666667,5.72638095238095,52.9133333333333,56.9712380952381,245.58,2377.90028571429,60.4205006,7.21153367958583,44.91921576,40.4804940457143
48736,2024,3,4.89315068493151,3,191,594.866666666667,1650.98095238095,420.4,147.4,54.16,5.11971428571428,67.6,46.79,205.033333333333,2072.02809523809,37.5421636,3.16556161761053,48.90175352,51.8202940457143
48747,2024,2,4.81095890410959,3,205,537.733333333333,1822.35238095238,470.2,885.742857142857,52.06,23.9897142857143,77.0133333333333,35.8126666666667,116.713333333333,2961.36266666667,38.1522321333333,20.4239319463604,51.67773656,37.2295353828571
48779,2023,12,4.60547945205479,3,114,515.933333333333,18671.6380952381,438.866666666667,13074.5523809524,48.26,14.1368571428571,67.0933333333333,38.7349523809524,98.4066666666667,196.499238095238,31.4661665333333,13.8834771522533,70.079964,61.0904185485714
48795,2023,9,4.32602739726027,3,182,558.0,18811.0,429.733333333333,12038.780952381,76.1866666666667,8.65266666666667,50.66,37.2082857142857,250.24,1179.464,58.8404036666667,12.3094586862868,48.28033248,38.7944277828571
48797,2024,5,5.05205479452055,4,117,551.066666666667,18562.0666666667,441.333333333333,13031.9523809524,70.7,13.2428571428572,47.4533333333333,38.6798095238095,360.78,49.6802857142858,53.8857813333333,19.4105564108878,50.39860712,49.7259949828571
48827,2024,2,4.74520547945205,3,123,469.466666666667,16312.4095238095,590.666666666667,24276.0952380952,53.84,15.2954285714286,80.8466666666667,39.8569523809524,60.8333333333333,427.662380952381,41.6172216666667,17.702587377445,24.040376,22.5448183771429
48851,2023,9,4.28493150684931,3,205,464.133333333333,13901.8380952381,429.066666666667,12541.780952381,77.8266666666667,5.72638095238095,52.9133333333333,56.9712380952381,245.58,2377.90028571429,60.4205006,7.21153367958583,39.0315916,36.9794117942857
48857,2024,5,4.94794520547945,3,284,512.2,21459.4571428571,414.933333333333,10815.4952380952,64.2266666666667,9.31066666666668,57.1933333333333,54.2392380952381,304.4,2834.46,46.6114566,9.6834952190824,22.38022928,23.5990957828571
48880,2024,4,4.91232876712329,4,38,553.866666666667,2063.40952380952,452.6,393.542857142857,61.58,43.3802857142857,66.2333333333333,37.322380952381,274.646666666667,4602.74123809524,44.6123511333333,35.037390495385,65.94774088,57.7448535542857
48881,2023,12,4.56986301369863,3,257,489.0,17745.8571428571,390.333333333333,9651.38095238095,48.54,16.8968571428571,67.16,39.6311428571428,94.0333333333333,439.406666666667,31.7675212,17.6678084223546,20.70193888,38.1004320228571
48887,2023,10,4.4,3,158,512.466666666667,20470.2666666667,489.6,16699.1142857143,69.0533333333333,21.7898095238095,54.3533333333333,24.2455238095238,185.166666666667,287.186666666667,51.2424552666667,22.9371754290128,53.96384024,47.1839358171429
48919,2023,9,4.28767123287671,3,57,461.8,15985.8857142857,516.866666666667,17458.1238095238,76.1666666666667,8.83238095238096,49.6266666666667,49.2292380952381,241.613333333333,1633.96266666667,59.0763113333333,14.2412634769854,55.4289424,55.7710803657143
48924,2023,8,4.20547945205479,3,102,472.133333333333,14874.6952380952,365.0,8977.71428571429,79.4933333333333,11.5506666666667,46.4533333333333,41.1040952380952,297.626666666667,197.049238095238,62.9048390666667,20.3691799046466,59.49766264,51.2662638171429
48947,2023,10,4.38904109589041,3,102,514.933333333333,14990.2095238095,397.533333333333,10608.1238095238,68.2133333333333,14.9526666666667,55.6666666666667,23.1252380952381,181.833333333333,303.289523809524,50.3345772,15.361871269134,57.75133344,55.3641435428571
48953,2024,4,4.9013698630137,3,152,616.933333333333,2559.20952380952,517.466666666667,3706.12380952381,62.7533333333333,35.728380952381,66.1066666666667,38.7020952380952,262.733333333333,5741.57666666667,45.775992,24.6876842560749,61.23038408,55.7652484685714
48957,2023,7,4.14246575342466,3,126,450.857142857143,14812.4395604396,413.857142857143,13773.8241758242,85.1928571428572,11.0868681318681,42.9428571428571,19.0918681318681,308.464285714286,1335.44554945055,69.2705897142857,13.4793845689365,62.44147472,48.5907190057143
48966,2023,10,4.41369863013699,3,172,564.4,24083.4,424.533333333333,11774.2666666667,61.5333333333333,50.4866666666667,58.8466666666667,87.5040952380952,143.12,663.056,44.2516066,52.4655061113216,41.56717088,41.8665416
48995,2024,5,4.96164383561644,3,287,552.533333333333,24205.8380952381,397.733333333333,9727.20952380952,72.1733333333333,7.14352380952381,47.7266666666667,37.4692380952381,352.073333333333,151.036380952381,55.2957994,10.17063958447,36.54590744,33.6805019771429
49004,2023,8,4.19452054794521,3,135,509.4,20009.5428571429,382.0,9854.0,82.28,11.1531428571429,48.8733333333333,11.3206666666667,283.486666666667,1053.21552380952,64.9582831333333,11.7177403775993,41.56263496,34.6557247771429
49023,2024,2,4.72328767123288,3,92,637.133333333333,27089.6952380952,462.333333333333,14505.9523809524,55.08,6.57885714285715,74.0866666666667,17.0083809523809,165.72,2549.18885714286,39.9364224666667,5.16769509882998,42.08880168,46.3577503885714
49025,2024,5,4.9013698630137,3,140,518.666666666667,16558.5238095238,419.133333333333,11922.6952380952,63.5266666666667,13.3406666666667,57.4266666666667,71.9892380952381,289.853333333333,6239.83409523809,46.0758721333333,11.9930626911753,52.98861744,47.9466183657143
49029,2024,4,4.87671232876712,3,185,539.466666666667,22533.4095238095,420.2,11430.4571428571,62.7533333333333,35.728380952381,66.1066666666667,38.7020952380952,262.733333333333,5741.57666666667,45.775992,24.6876842560749,53.95023248,49.3054504
49064,2024,4,4.80547945205479,3,243,600.333333333333,26587.5238095238,377.466666666667,10086.1238095238,54.3666666666667,21.7895238095238,69.28,17.4317142857143,227.013333333333,3566.22695238095,37.8507078666667,17.6724085484898,37.83864464,36.6405137714286
49068,2023,10,4.31780821917808,3,148,590.333333333333,23524.0952380952,387.0,8814.85714285714,68.5333333333333,27.7666666666667,56.5133333333333,60.2340952380953,179.613333333333,784.236952380953,50.9784824666667,26.767824470282,44.57902176,53.5050643314286
49072,2023,12,4.53150684931507,3,155,507.4,20590.1142857143,380.6,10109.5428571429,53.8333333333333,16.2195238095238,76.5533333333333,109.675523809524,65.0266666666667,785.79780952381,40.4298956666667,29.4516855556851,16.32024016,30.5273895885714
49096,2023,7,4.09041095890411,3,76,425.857142857143,21507.0549450549,444.857142857143,15210.7472527473,85.1928571428572,11.0868681318681,42.9428571428571,19.0918681318681,308.464285714286,1335.44554945055,69.2705897142857,13.4793845689365,60.54092424,55.3609036
49097,2023,8,4.18082191780822,3,84,551.733333333333,3910.06666666667,478.4,2038.54285714286,81.36,13.604,53.7066666666667,35.4663809523809,255.26,2686.89828571429,63.6936758666667,13.8575278578415,51.36022216,48.7877075314286
49106,2023,11,4.40547945205479,3,96,509.333333333333,34470.6666666667,385.533333333333,21095.5523809524,57.3466666666667,16.5669523809524,60.3133333333333,114.972666666667,132.933333333333,699.718095238095,40.3872194,18.3941683412717,47.06470592,58.7025806628571
49134,2024,3,4.76712328767123,3,234,579.2,23907.1714285714,434.266666666667,11467.3523809524,57.5866666666667,12.1455238095238,67.52,49.4802857142857,212.333333333333,2132.51523809524,40.9773134666667,6.02344124168271,31.98730784,41.9183806857143
49139,2023,8,4.13698630136986,3,42,538.2,19845.0285714286,422.0,11532.1428571429,79.4933333333333,11.5506666666667,46.4533333333333,41.1040952380952,297.626666666667,197.049238095238,62.9048390666667,20.3691799046466,47.57726488,40.5712124457143
49157,2023,10,4.2986301369863,3,106,545.066666666667,19790.4952380952,409.733333333333,10444.780952381,68.5333333333333,27.7666666666667,56.5133333333333,60.2340952380953,179.613333333333,784.236952380953,50.9784824666667,26.767824470282,66.52833864,51.2332164
49168,2024,4,4.78904109589041,3,29,504.733333333333,20283.2095238095,459.6,14059.4,54.7466666666667,24.0840952380952,67.9733333333333,25.6292380952381,232.813333333333,4100.23838095238,38.0113972,19.0058231523306,81.85974824,61.4876355428571
49213,2024,2,4.62191780821918,3,179,657.8,1115.74285714286,439.4,211.114285714286,50.1733333333333,17.2092380952381,78.3066666666667,34.9478095238095,93.7133333333333,2091.26266666667,36.7809448,16.1561908454936,53.7279724,60.8493668
49216,2023,10,4.31780821917808,3,158,600.8,28553.7428571429,449.933333333333,12692.780952381,66.6666666666667,12.3095238095238,59.92,72.5831428571429,166.4,1007.52142857143,49.2929982666667,9.41607271720206,43.80337944,52.3283170857143
